id,title,tagline,homepage,release_date,genre,budget,keywords,original_language,revenue,runtime,status,vote_average,vote_count,director
40428,8: The Mormon Proposition,Equality for some.,,01/01/2010,Documentary,0,independent film,en,0,80,Released,5.5,6,Reed Cowan
17334,The Other End of the Line,,,29/10/2008,Comedy,14000000,indian lead call center romantic comedy,en,0,106,Released,6.1,50,James Dodson
1698,Anatomy,Some study. Some are studied.,,03/02/2000,Horror,0,butterfly dissection scalpel medical school,de,0,103,Released,6.1,61,Stefan Ruzowitzky
20764,Sleep Dealer,Crossing the border just got easier. Plug into the new American dream.,http://www.sleepdealer.com/,10/12/2008,Drama,2500000,virtual reality dystopia moral conflict computer loneliness,en,107559,90,Released,6,40,Alex Rivera
45132,Super,"Shut up, crime!",http://www.thecrimsonbolt.com/,09/09/2010,Comedy,2500000,bomb gun drug dealer costume comic book,en,324138,96,Released,6.6,441,James Gunn
254472,Stung,"Get inside, get away, just don't get stung",,03/07/2015,Comedy,2500000,giant insect,de,0,87,Released,4.9,63,Benni Diez
332285,Antibirth,,,02/09/2016,Horror,35000000,drug abuse experiment television conspiracy alien abduction,en,0,94,Released,4.8,40,Danny Perez
49471,Get on the Bus,"On October 16, 1996, the one year anniversary of the Million Man March, Spike Lee invites you to lift your head, raise your voice, and...get on the bus.",,16/10/1996,Drama,2400000,washington d.c. bus march,en,5731103,120,Released,7,11,Spike Lee
7512,Idiocracy,"In the future, intelligence is extinct.",,01/09/2006,Adventure,30000000,prostitute capitalism usa president arena congress,en,495303,84,Released,6.3,664,Mike Judge
11798,This Is England,"Run with the crowd, stand alone, you decide.",http://www.thisisenglandmovie.co.uk/,12/09/2006,Drama,2380000,holiday skinhead england vandalism independent film,en,8176544,101,Released,7.4,363,Shane Meadows
146631,U.F.O.,Try to remain calm,,14/12/2012,Action,2500000,impostor alien invasion military partying,en,0,101,Released,3.1,47,Dominic Burns
43546,Bathing Beauty,M.G.M's Mammoth Technicolor Musical Spectacle!,,01/07/1944,Comedy,2361000,musical girls' boarding school swimming pool romantic comedy,en,6892000,101,Released,7,4,George Sidney
61038,Go for It!,,http://www.goforitmovie.com/,13/05/2011,Drama,2450000,dancing chicago woman director,en,0,105,Released,4.6,5,Carmen Marron
78373,"Dancer, Texas Pop. 81",in the middle of nowhere they had everything,,01/05/1998,Comedy,0,small town texas,en,565592,97,Released,10,1,Tim McCanlies
17820,Show Boat,It's NEW!,,13/07/1951,Music,2300000,musical grandmother granddaughter relationship interracial relationship reconciliation riverboat,en,11000000,107,Released,6.9,18,George Sidney
283384,The Calling,Pray for the Prey,,05/08/2014,Thriller,0,series of murders,en,0,108,Released,5.6,88,Jason Stone
19933,The Brave Little Toaster,Imagine if Your Toaster Went on a Journey of its Own!,,09/07/1987,Fantasy,2000000,growing up coming of age lost journey personification,en,0,90,Released,6.7,93,Jerry Rees
756,Fantasia,The most sensational sound you'll ever see!,http://movies.disney.com/fantasia,13/11/1940,Animation,2280000,orchestra classical music musical segments,en,83320000,124,Released,7.2,808,David Hand
433715,8 Days,She never knew it could happen to her...,,15/06/2014,Thriller,0,christian film sex trafficking,en,0,90,Released,0,0,Jaco Booyens
9728,Friday the 13th Part III,There's nowhere to hide. We dare you to try.,,13/08/1982,Horror,4000000,lake summer camp murder serial killer slasher,en,36690067,95,Released,5.7,254,Steve Miner
9731,Friday the 13th: A New Beginning,A New Beginning to the first step in terror.,,22/03/1985,Horror,2200000,mask psychology serial killer hospital teenager,en,21930418,92,Released,5.1,196,Danny Steinmann
9916,The Last Sin Eater,,,09/02/2007,Drama,0,christianity appalachia conversion independent film,en,0,117,Released,6.2,11,Michael Landon Jr.
309425,Do You Believe?,,,20/03/2015,Fantasy,0,christian,en,0,115,Released,6.6,48,Jon Gunn
360339,Eden,Survive at any cost.,,22/10/2015,Thriller,2300000,island airplane survival soccer crash,en,0,97,Released,5.6,19,Shyam Madiraju
31163,Chicken Tikka Masala,,,22/04/2005,Comedy,0,coming out arranged marriage gay relationship,en,0,90,Released,3.5,5,Harmage Singh Kalirai
297621,There's Always Woodstock,Let your heart sing,,14/11/2014,Romance,0,woman director,en,0,90,Released,5.4,12,Rita Merson
16205,Jack Brooks: Monster Slayer,...I used to be a plumber,,09/10/2007,Action,0,camping vomit demon science,en,0,85,Released,5.7,59,Jon Knautz
887,The Best Years of Our Lives,Three wonderful loves in the best picture of the year!,,25/12/1946,Drama,2100000,usa post traumatic stress  disorder war veteran world war ii rehabilitation,en,23650000,172,Released,7.6,143,William Wyler
9517,Bully,It's 4 a.m... do you know where your kids are?,,15/06/2001,Crime,0,florida striptease homosexuality independent film best friend,en,480811,113,Released,6.7,125,Larry Clark
6007,Elling,,,16/03/2001,Comedy,0,mentally disabled,en,0,89,Released,7,51,Petter N\u00e6ss
364083,Mi America,,http://miamericamovie.net/,16/10/2015,Drama,2100000,new york state hate crime,en,3330,126,Released,0,0,Robert Fontaine
8329,[REC],One witness. One camera,http://www.3l-filmverleih.de/rec,10/04/2007,Horror,1500000,terror obsession camcorder firemen religion and supernatural,es,30448000,78,Released,7.1,934,Jaume Balaguer\u00f3
69640,Lies in Plain Sight,,,03/10/2010,Drama,0,suicide family secrets blind woman director,en,0,88,Released,4.5,4,Patricia Cardoso
657,From Russia with Love,The world's masters of murder pull out all the stops to destroy Agent 007!,http://www.mgm.com/view/movie/717/From-Russia-With-Love/,11/10/1963,Action,2000000,venice london england terror england assassination,en,78898765,115,Released,6.9,760,Terence Young
28165,The Toxic Avenger Part II,,,24/02/1989,Comedy,0,japan new jersey sequel superhero gore,en,0,96,Released,5.3,39,Lloyd Kaufman
11561,Sleeper,Woody Allen takes a nostalgic look at the future.,,17/12/1973,Comedy,2000000,sex revolution future dystopia government,en,18344729,89,Released,7,200,Woody Allen
270303,It Follows,"It doesn't think, it doesn't feel, it doesn't give up",,04/02/2015,Horror,2000000,chase supernatural friends vision school,en,14674076,100,Released,6.6,1832,David Robert Mitchell
11624,Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,,,06/08/1972,Comedy,2000000,transsexuality perversity sperm orgasm sodomy,en,18016290,88,Released,6.6,215,Woody Allen
595,To Kill a Mockingbird,,,25/12/1962,Crime,2000000,black people based on novel brother sister relationship becoming an adult isolation,en,13129846,129,Released,8,657,Robert Mulligan
8810,Mad Max 2: The Road Warrior,"When all that's left is one last chance, pray that he's still out there ... somewhere!",,24/12/1981,Adventure,2000000,explosive boomerang pilot chase post-apocalyptic,en,24600832,95,Released,7.3,957,George Miller
12207,The Legend of Drunken Master,He's got a secret weapon with a lot of kick.,,03/02/1994,Action,0,father son relationship martial arts showdown fistfight friendship,cn,0,102,Released,7.2,242,Liu Chia-Liang
226,Boys Don't Cry,A true story about finding the courage to be yourself.,http://www.foxsearchlight.com/boysdontcry/,02/09/1999,Crime,2000000,rape sex identity small town love,en,11540607,118,Released,7.2,353,Kimberly Peirce
92182,Silent House,"Experience 88 minutes of real fear, captured In real time",,21/01/2011,Horror,2000000,supernatural remake suspense beer bottle real time,en,13101672,85,Released,5.2,125,Chris Kentis
582,The Lives of Others,"Before the Fall of the Berlin Wall, East Germany's Secret Police Listened to Your Secrets.",,15/03/2006,Drama,2000000,germany berlin suicide berlin wall corruption,de,70000000,137,Released,7.9,958,Florian Henckel von Donnersmarck
72213,Courageous,Honor Begins at Home.,http://www.courageousthemovie.com,30/09/2011,Drama,1000000,father faith,en,34522221,129,Released,6.8,77,Alex Kendrick
990,The Hustler,They called him Fast Eddie. He was a winner. He was a loser. He was a hustler.,,25/09/1961,Drama,2000000,suicide gambling manager alcohol based on novel,en,7600000,134,Released,7.6,240,Robert Rossen
55604,Boom Town,Where Men Are Rough And Tough . . . And Like Their Women The Same Way !,,30/08/1940,Adventure,2000000,partnership oil oil tycoon wildcatter oil field,en,9172000,119,Released,6.5,8,Jack Conway
9662,The Triplets of Belleville,,http://www.sonyclassics.com/triplets/,11/06/2003,Adventure,8000000,france kidnapping boy biker tour de france,fr,1477676,80,Released,7.3,231,Sylvain Chomet
2771,American Splendor,Ordinary life is pretty complex stuff,http://www.newline.com/properties/americansplendor.html,15/08/2003,Comedy,0,biography independent film v.a. hospital junk sale jellybean,en,6003587,101,Released,7.1,120,Shari Springer Berman
80,Before Sunset,What if you had a second chance with the one that got away?,http://www.warnerbros.com/?site=beforesunset#/page=movies&pid=f-57b53b9e/BEFORE_SUNSET&asset=059437/Before_Sunset_-_Trailer_1A&type=video/,10/02/2004,Drama,2700000,paris journalist dialogue talking soulmates,en,15992615,80,Released,7.6,718,Richard Linklater
55,Amores perros,Love. Betrayal. Death.,,16/06/2000,Drama,2000000,homeless person mexico city daughter secret love dogfight,es,20908467,154,Released,7.6,521,Alejandro Gonz\u00e1lez I\u00f1\u00e1rritu
11023,Thirteen,It's happening so fast.,,20/08/2003,Crime,2000000,cheating dysfunctional family teen angst underage drinking domestic violence,en,4601043,100,Released,6.7,339,Catherine Hardwicke
33667,Gentleman's Agreement,,,11/11/1947,Drama,2000000,anti semitism soldier,en,7800000,118,Released,6.8,47,Elia Kazan
39013,Winter's Bone,Talking Just Causes Witnesses,http://www.wintersbonemovie.com/,11/06/2010,Drama,2000000,father court bail drug trade girl,en,13831503,100,Released,6.8,565,Debra Granik
11194,Touching the Void,,,05/09/2003,Documentary,0,wound mountaineer peru sport glacier,en,13885802,106,Released,7.6,138,Kevin Macdonald
43839,Alexander's Ragtime Band,An American Cavalcade!,,24/05/1938,Drama,2000000,dance ragtime concert tour,en,4000000,106,Released,4.8,6,Henry King
1382,Me and You and Everyone We Know,,http://www.meandyoumovie.com/,17/06/2005,Comedy,0,brother brother relationship playground independent film sex talk art gallery,en,0,90,Released,7,107,Miranda July
44639,Inside Job,"The film that cost $20,000,000,000,000 to make.",http://www.sonyclassics.com/insidejob/,08/10/2010,Documentary,2000000,corruption capitalism globalization bank banker,en,7871522,109,Released,7.7,286,Charles Ferguson
301351,We Are Your Friends,The world is yours.,,26/08/2015,Drama,6000000,dj,en,11122090,96,Released,6.3,658,Max Joseph
4816,Ghost Dog: The Way of the Samurai,All assassins live beyond the law … only one follows the code,,13/09/1999,Crime,0,deportation hitman mission of murder book code,en,0,116,Released,7.2,298,Jim Jarmusch
7873,Harsh Times,Take A Ride To The Edge,http://www.harshtimes.com/,11/09/2005,Crime,2000000,watching a movie playing pool vinegar,en,5967038,120,Released,6.3,197,David Ayer
331190,Captive,Faith. Redemption. Survival.,,17/09/2015,Crime,2000000,hostage based on true story murder independent film single mother,en,2801508,97,Released,5.6,92,Jerry Jameson
15186,Full Frontal,Everybody Needs A Release,,02/08/2002,Comedy,2000000,independent film,en,2506446,96,Released,4.8,26,Steven Soderbergh
17994,Witchboard,It's more than just a game.,,31/12/1986,Horror,0,ax possession psychic power ouija ouija board,en,0,98,Released,5.9,58,Kevin Tenney
1378,Shortbus,Open Your Mind. And Everything Else.,http://www.shortbusthemovie.com,20/05/2006,Romance,2000000,gay new york free love swinger club transsexuality,en,5179037,101,Released,6.3,140,John Cameron Mitchell
8885,Waltz with Bashir,,http://waltzwithbashir.com,25/06/2008,Drama,2000000,israel palestine middle east lebanon nightmare,he,11125849,90,Released,7.8,291,Ari Folman
12901,No End in Sight,The American Occupation of Iraq. The Inside Story From the Ultimate Insiders.,http://www.noendinsightmovie.com,27/07/2007,Documentary,2000000,white house occupying power independent film incompetence irak,en,1431623,102,Released,7.2,23,Charles Ferguson
250124,The Diary of a Teenage Girl,Some things are best kept secret.,,07/08/2015,Drama,2000000,1970s teenage girl older man younger woman relationship based on graphic novel teenage sexuality,en,1477002,98,Released,6.8,279,Marielle Heller
14284,In the Shadow of the Moon,,,19/01/2007,Documentary,2000000,nasa space mission rocket moon landing space,en,0,109,Released,7.6,31,David Sington
57120,Meek's Cutoff,The Road to Civilisation is Not Always Civilised,http://meekscutoff.com/,05/09/2010,Drama,0,gold oregon thirst tree settler,en,876302,104,Released,6.5,77,Kelly Reichardt
12228,Inside Deep Throat,It was filmed in 6 days for 25 thousand dollars. The government didn't want you to see it. It was banned in 23 states. It has grossed over 600 million dollars. And it is the most profitable film in motion picture history.,,11/02/2005,History,2000000,usa 1970s sexual revolution unsimulated sex,en,653621,92,Released,6.8,31,Fenton Bailey
55561,Clockwatchers,,,01/01/1997,Comedy,0,independent film woman director,en,0,96,Released,5.6,13,Jill Sprecher
42889,The Virginity Hit,,http://www.thevirginityhit.com/,10/09/2010,Comedy,2000000,loss of virginity teenage boy teen comedy teenage sexuality found footage,en,563706,120,Released,4.6,19,Huck Botko
10656,Subway,An underground story where lives intertwine,,10/04/1985,Action,2000000,paris culture clash subway metropolis blackmail,fr,390659,104,Released,6.3,86,Luc Besson
24363,House of D,,http://www.houseofdthemovie.com/,15/04/2005,Comedy,0,self-discovery friendship,en,0,97,Released,6.1,23,David Duchovny
24746,Six-String Samurai,Vegas Needs a New King.,,18/09/1998,Action,2000000,independent film,en,124494,91,Released,5.8,36,Lance Mungia
12109,It's All Gone Pete Tong,,,12/09/2004,Drama,2000000,disc jockey loss of family cocaine comeback recording studio,en,120620,90,Released,7.1,52,Michael Dowse
27023,Saint John of Las Vegas,,http://www.saintjohnmovie.com/,10/06/2009,Comedy,3800000,independent film aftercreditsstinger,en,111731,84,Released,5.9,18,Hue Rhodes
22913,24 7: Twenty Four Seven,,,31/08/1997,Comedy,0,transporter sport friends nottingham,en,0,96,Released,6.3,10,Shane Meadows
273899,Stonewall,Where Pride Began,https://twitter.com/Stonewall_Movie,18/09/2015,Drama,13500000,stonewall riot,en,187674,129,Released,5.2,32,Roland Emmerich
67373,This Thing of Ours,,,01/01/2005,Drama,0,heist mafia internet,en,0,100,Released,5,1,Danny Provenzano
206296,The Last Five Years,There are two sides to every love story.,,03/11/2014,Comedy,0,wife musical marriage divorce,en,0,94,Released,5.5,143,Richard LaGravenese
35219,The Missing Person,John Rosow is a private investigator. And an alcoholic. He just got the case of his life.,,16/01/2009,Comedy,0,detective independent film train alcoholic missing person,en,0,95,Released,6.4,9,Noah Buschel
28260,Return of the Living Dead 3,She's to die for.,,01/10/1993,Comedy,2000000,gang zombie,en,54207,97,Released,5.9,88,Brian Yuzna
7515,London,One young man's incredible journey of self-discovery,,10/02/2005,Drama,0,new york celebration,en,0,92,Released,6.1,96,Hunter Richards
13075,Sherrybaby,No one makes it alone.,,08/09/2006,Drama,2000000,independent film mother daughter relationship woman director,en,622806,96,Released,6.3,41,Laurie Collyer
335866,Circle,In here… everything gets you killed.,,02/10/2015,Horror,0,survival execution stranger no memory,en,0,87,Released,6,333,Aaron Hann
13510,Eden Lake,"A weekend by the lake, with views to die for.",,12/09/2008,Horror,0,beach wife husband relationship lake camping rottweiler,en,3983997,91,Released,6.7,406,James Watkins
215881,Plush,There's a fine line between love and obsession.,http://plushthemovie.com/,13/09/2013,Thriller,0,woman director,en,0,98,Released,5.4,40,Catherine Hardwicke
18238,Lesbian Vampire Killers,"After Twilight, The Real Party Starts.",http://www.lesbianvampirekillersmovie.com/,16/03/2009,Horror,0,female nudity horror dark comedy female homosexuality female vampire,en,0,86,Released,5.3,124,Phil Claydon
22600,Gangster's Paradise: Jerusalema,Welcome to the promised land.,,11/02/2008,Drama,0,hearing gang of thieves organized crime,en,0,120,Released,6.8,16,Ralph Ziman
12612,Freeze Frame,,,01/05/2004,Thriller,0,loss of family camcorder alibi suspect murder,en,0,99,Released,6.9,18,John Simpson
50698,Grave Encounters,They Were Searching For Proof.  They Found it.,http://www.grave-encounters.tv/,09/09/2011,Thriller,1000000,camcorder reality insane asylum paranormal haunting,en,0,92,Released,6.1,381,Colin Minihan
115210,Stitches,You'll die laughing...,,19/05/2012,Horror,100000,slapstick teen angst slaughter dark comedy supernatural being,en,95000,86,Released,5.5,92,Conor McMahon
34335,Nine Dead,It doesn't have to end this way,http://www.ninedead.com/,01/01/2010,Crime,2000000,kidnapping murder suspense,en,0,98,Released,5.2,84,Chris Shadley
459488,"To Be Frank, Sinatra at 100",,,12/12/2015,Documentary,2,music actors legendary perfomer classic hollywood frank sinatra,en,0,,Released,0,0,Simon Napier-Bell
11302,Bananas,,,28/04/1971,Comedy,2000000,revolution political activism loser,en,11833696,82,Released,6.7,165,Woody Allen
3766,The Lady from Shanghai,I told you... you know nothing about wickedness,,24/12/1947,Crime,2300000,new york san francisco aquarium shanghai yacht,en,0,87,Released,7.2,102,Orson Welles
18616,No Man's Land: The Rise of Reeker,,,01/05/2008,Horror,2000000,sheriff robber burned alive gore serial killer,en,0,88,Released,4.4,27,Dave Payne
18808,Highway,It started as a desperate escape and became the wildest ride of their lives,,01/01/2002,Action,14000000,road movie,en,0,97,Released,5.6,37,James Cox
198062,Coffee Town,,http://coffeetown.com/,09/07/2013,Comedy,0,coffee shop slacker thirty something carefree,en,0,87,Released,6.7,45,Brad Copeland
174311,All Is Bright,All is busted. All is broke. All is bitter. All is BRIGHT.,,10/09/2013,Comedy,0,christmas tree salesman french canadian,en,0,107,Released,5.3,36,Phil Morrison
12602,The Torture Chamber of Dr. Sadism,UNBELIEVABLE! Until You See It With Your Own Eyes!,,05/10/1967,Mystery,0,snake cut-off arm pit revitalization descendant,de,0,85,Released,6.3,12,Harald Reinl
153795,Straight A's,,,16/01/2013,Comedy,7000000,brother brother relationship drug addiction sister-in-law,en,0,88,Released,5.2,46,James Cox
17768,A Funny Thing Happened on the Way to the Forum,Something for Everyone!,,16/10/1966,Comedy,0,virgin ancient rome freedom sondheim slave,en,0,99,Released,6.1,24,Richard Lester
13516,Slacker Uprising,,,27/09/2007,Documentary,0,presidential elections,en,0,102,Released,5.9,10,Michael Moore
98549,The Legend of Hell's Gate: An American Conspiracy,Justice was delieverd by the fastest gun.,,03/03/2011,Action,0,based on real events,en,0,108,Released,3.9,8,Tanner Beard
312793,The Walking Deceased,,,20/03/2015,Science,0,spoof zombie,en,0,90,Released,4.2,35,Scott Dow
309919,The Curse of Downers Grove,High school can be murder.,,21/08/2015,Thriller,2000000,self-defense car mechanic graduation high school shooting,en,0,89,Released,4.4,24,Derick Martini
299553,Shark Lake,In this lake you have to fight to survive,http://www.screenmedia.net/project/shark-lake/,02/10/2015,Thriller,2000000,lake shark attack,en,0,92,Released,4.4,19,Jerry Dugan
21309,River's Edge,The most controversial film you will see this year.,,27/08/1986,Crime,19000000,sex police friends murder,en,0,99,Released,6.7,59,Tim Hunter
26388,Buried,"170,000 sq miles of desert. 90 minutes of oxygen. No way out.",http://www.experienceburied.com/index.html,24/09/2010,Drama,1987650,isolation coffin race against time buried alive survival,en,19152480,94,Released,6.6,827,Rodrigo Cort\u00e9s
49020,Submarine,A comedy that doesn't let principles stand in the way of progress.,http://warpfilms.com/feature/submarine/,18/03/2011,Drama,0,beach wales friendship bullying teenage girl,en,864659,97,Released,7.4,443,Richard Ayoade
159037,The Square,What does it mean to risk your life for your ideals? How far will five revolutionaries go in defending their beliefs in the fight for their nation?,http://www.thesquarefilm.com/,07/06/2013,Documentary,0,woman director,ar,0,88,Released,7.8,55,Jehane Noujaim
12838,One to Another,,,21/07/2006,Drama,0,france musician investigation sadomasochism independent film,fr,0,95,Released,5.8,12,Jean-Marc Barr
157293,ABCD (Any Body Can Dance),India's First 3D Dance movie,,07/02/2013,Drama,0,underdog competition dance musical drama,hi,222000,160,Released,5.6,10,Remo D'Souza
14048,Man on Wire,1974. 1350 feet up. The artistic crime of the century.,http://www.manonwire.com/,25/07/2008,Thriller,0,judge juggler passion reality street artist,en,2957978,94,Released,7.5,275,James Marsh
356987,Abandoned,,,30/08/2015,Drama,0,supervivencia,en,0,82,Released,5.8,27,John Laing
38358,The Last Exorcism,Believe In Him.,http://thelastexorcism.com/,27/08/2010,Horror,1800000,exorcism fraud evil spirit human sacrifice mockumentary,en,67738090,87,Released,5.6,328,Daniel Stamm
33511,Nowhere Boy,As a boy all John Lennon needed was love.,http://www.nowhereboy.co.uk/,25/12/2009,Drama,0,musician musical biography teenager dark past,en,0,98,Released,7.2,244,Sam Taylor-Johnson
702,A Streetcar Named Desire,"...Blanche, who wanted so much to stay a lady...",,18/09/1951,Drama,1800000,southern usa rape sister sister relationship loss of sense of reality brother-in-law,en,8000000,125,Released,7.6,281,Elia Kazan
935,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,The hot-line suspense comedy,,29/01/1964,Drama,1800000,usa president general cold war strategic air command nuclear missile,en,9440272,95,Released,8,1442,Stanley Kubrick
542,The Crime of Padre Amaro,Lead us not into temptation,http://padreamaro.ad2.com/site/home_eng.htm,01/10/2002,Drama,1800000,heart attack drug traffic drug crime mexican province celibacy,es,0,118,Released,6.2,36,Carlos Carrera
84175,Beasts of the Southern Wild,I  gotta take care of mine.,http://www.welcometothebathtub.com,29/06/2012,Drama,1800000,refugee camp hurricane fantasy flooding global warming,en,21107746,93,Released,6.8,403,Benh Zeitlin
1705,Battle for the Planet of the Apes,The final chapter in the incredible Apes saga. The most suspenseful showdown ever filmed as two civilizations battle for the right to inherit what's left of the earth!,,15/06/1973,Action,1700000,post-apocalyptic dystopia ape,en,8844595,93,Released,5.5,215,J. Lee Thompson
62677,Songcatcher,Fall under its spell..,,01/03/2001,Drama,0,musical independent film woman director,en,0,109,Released,5.6,9,Maggie Greenwald
50875,Higher Ground,,http://www.sonyclassics.com/higherground/,26/08/2011,Drama,2000000,baby wife husband relationship christian faith independent film,en,841733,109,Post Production,5.3,14,Vera Farmiga
260778,Vaalu,Life is what u make it,,14/08/2015,Comedy,0,teenage love,ta,0,155,Released,6.7,5,Vijay Chandar
58492,The Greatest Movie Ever Sold,"He's not selling out, he's buying in.",http://www.thegreatestmovieeversold.com/,22/04/2011,Comedy,0,comedian comedy duringcreditsstinger,en,621951,87,Released,6.4,88,Morgan Spurlock
44562,Ed and His Dead Mother,A family reunion with some minor complications.,,04/06/1993,Comedy,0,chainsaw macabre uncle nephew relationship,en,0,93,Released,5.5,12,Jonathan Wacks
37232,Travellers and Magicians,The bitter and the sweet of temporary things.,http://www.travellersandmagicians.com/,09/09/2003,Adventure,0,illusion independent film bhutan story in story weaver,en,0,108,Released,6.8,9,Khyentse Norbu
4929,Hang 'em High,The hanging was the best show in town. But they made two mistakes. They hung the wrong man and they didn't finish the job!,,31/07/1968,Western,1800000,prison judge marshal death penalty oklahoma,en,6800000,114,Released,6.7,192,Ted Post
9783,Sublime,,,15/06/2007,Horror,0,nurse psychology suspense blood hospital,en,0,113,Released,5.3,33,Tony Krantz
386826,A Beginner's Guide to Snuff,,,04/03/2016,Thriller,0,snuff,en,0,87,Released,0,0,Mitchell Altieri
205126,Independence Daysaster,,,27/06/2013,Action,1800000,ufo extraterrestrial spaceship alien,en,0,86,Released,4.2,22,W.D. Hogan
104,Run Lola Run,Every second of every day you're faced with a decision that can change your life.,,20/08/1998,Action,1530000,berlin casino nun red hair running,de,7267585,81,Released,7.2,664,Tom Tykwer
10894,May,Be Careful... She Just Might Take Your Heart.,,13/01/2002,Drama,500000,difficult childhood psychoterror murder loneliness artificial,en,150277,93,Released,6.3,152,Lucky McKee
246449,Against the Wild,Partners in survival. Friends for life.,http://againstthewild.com/,29/12/2013,Adventure,1493619,cave plane wreck salmon bears northern canada,en,0,90,Released,4.9,19,Richard Boddington
32579,Under the Same Moon,The love between a mother and a son knows no Boundraries.,http://www.foxsearchlight.com/underthesamemoon,20/03/2008,Drama,0,independent film woman director,es,23311391,106,Released,7,28,Patricia Riggen
1688,Conquest of the Planet of the Apes,All new! The revolt of the apes. The most awesome spectacle in the annals of science fiction!,,29/06/1972,Action,1700000,circus pet human being dystopia insurrection,en,9700000,88,Released,6.1,236,J. Lee Thompson
1999,In the Bedroom,A young man. An older woman. Her ex-husband. Things are about to explode...,,23/11/2001,Drama,1700000,age difference fishing arbitrary law conductor ex husband,en,0,130,Released,6.4,89,Todd Field
43947,I Spit on Your Grave,It's Date Night,,17/06/2010,Thriller,2000000,rape fondling revenge writer strangulation,en,572809,108,Released,6.3,519,Steven R. Monroe
24066,"Happy, Texas",Escaped convicts disguised as beauty pageant experts? This could get ugly,,03/12/1999,Comedy,1700000,small town texas con man fraud independent film,en,1943649,98,Released,5.5,39,Mark Illsley
9709,My Summer of Love,The most dangerous thing to want is more.,,20/08/2004,Drama,0,england brother sister relationship becoming an adult northern england female friendship,en,0,86,Released,6,59,Pawe\u0142 Pawlikowski
25312,Yes,,,05/08/2005,Drama,0,woman director,en,0,100,Released,5.9,7,Sally Potter
34106,You Can't Take It With You,YOU'LL LOVE THEM ALL FOR GIVING YOU THE SWELLEST TIME YOU'VE EVER HAD!,,23/08/1938,Comedy,1644736,monopoly tycoon house love friends,en,7433101,126,Released,7.2,79,Frank Capra
11426,From Here to Eternity,Pouring out of impassioned pages...brawling their way to greatness on the screen!,,04/08/1953,War,1650000,hawaii harassment pearl harbor bombing military life,en,30500000,118,Released,7.2,133,Fred Zinnemann
13909,She Wore a Yellow Ribbon,John Ford's New and Finest Picture of the Fighting Cavalry!,,22/10/1949,Western,1600000,captain fort retirement attack cavalry,en,5400000,103,Released,7.1,61,John Ford
206284,Grace Unplugged,Would you give up what you need... to get everything you want?,http://www.graceunplugged.com/,04/10/2013,Drama,0,christian,en,0,102,Released,6,24,Brad J. Silverman
27455,Foolish,This big mouth is ready for the big time,,09/04/1999,Comedy,0,independent film sexual humor drug humor,en,6033999,84,Released,6.3,3,Dave Meyers
7973,Caramel,,http://www.bacfilms.com/site/caramel/,01/07/2007,Drama,0,women hairdresser sister sister relationship new love unexpected happiness,ar,0,96,Released,6.8,52,Nadine Labaki
15976,The Bubble,,,06/06/2006,Drama,0,gay,he,0,114,Released,7.6,20,Eytan Fox
592,The Conversation,Harry Caul is an invader of privacy. The best in the business.,,07/04/1974,Crime,1600000,san francisco paranoia audio tape wiretap shadowing,en,4420000,113,Released,7.5,372,Francis Ford Coppola
1651,Mississippi Mermaid,The Bride Came as Advertised...With an Unadvertised Special,,18/06/1969,Crime,0,exotic island secret love of one's life plantation marriage,fr,0,123,Released,6.7,32,Fran\u00e7ois Truffaut
298584,Cabin Fever,You can't run from what's inside.,,12/02/2016,Horror,0,vacation remake woods burned alive murder,en,0,99,Released,4.4,111,Travis Zariwny
10758,Waitress,If only life were as easy as pie,,25/05/2007,Comedy,2000000,waitress unwillingly pregnant woman director,en,22179430,108,Released,6.7,129,Adrienne Shelly
11690,Bloodsport,The true story of an American ninja.,,26/02/1988,Action,1500000,martial arts biography sport sensei mixed martial arts,en,11806119,92,Released,6.6,363,Newt Arnold
3083,Mr. Smith Goes to Washington,"Romance, drama, laughter and heartbreak... created out of the very heart and soil of America!",,19/10/1939,Comedy,1500000,corruption washington d.c. senate senator governor,en,9600000,129,Released,7.9,241,Frank Capra
9344,Kids,,,28/07/1995,Drama,1500000,puberty first time,en,7412216,91,Released,6.8,279,Larry Clark
10707,The Squid and the Whale,Joint custody blows.,,05/10/2005,Comedy,1500000,childhood memory uniform independent film private tryst,en,11098131,81,Released,6.9,226,Noah Baumbach
15647,Kissing Jessica Stein,"When it comes to love, sometimes she just can't think straight.",,21/04/2001,Comedy,1000000,jew based on play independent film gay relationship lesbian,en,10013424,97,Released,5.9,48,Charles Herman-Wurmfeld
308529,Kickboxer: Vengeance,,http://www.kickboxervengeance.com,14/07/2016,Action,17000000,martial arts kickboxing martial arts tournament reboot thai boxing,en,0,90,Released,4.5,99,John Stockwell
4174,Spellbound,The maddest love that ever possessed a woman.,,28/12/1945,Drama,1500000,amnesia insane asylum suspense,en,7000000,111,Released,7.3,160,Alfred Hitchcock
20156,Exotica,"In a world of temptation, obsession is the deadliest desire.",,24/09/1994,Drama,0,secret nightclub pet shop independent film unhappiness,en,0,103,Released,6.5,64,Atom Egoyan
